timestamp	commit	status	score	min_max_ratio	inverse_min_max_ratio	wall_seconds	notes
2026-03-12T16:39:58-07:00	bootstrap	baseline	0.0179913145787	0.00431876221779	231.547825411819	0.303	imported random Gaussian baseline from SkyDiscover
2026-03-13T01:42:34+00:00	a47748c	best	1.00001591355	0.24005088264958482	4.16578347458007	0.570	high-precision orbit-solved explicit coordinates with original inverse metric
