seed_id	status	score	min_max_ratio	commit	parent_seed	seed_path	strategy
mmmd2-baseline-random	active	0.0197911238456	0.00153547329022	bootstrap	-	seeds/baseline_random.py	imported random Gaussian baseline from SkyDiscover
